escalation_id,alert_id,case_id,required,required_level,trigger_reason,initiated,initiated_at,initiated_by,target_team,completed,completed_at,delay_minutes
ESC-000065,ALT-000065,CASE-000065,False,,Not required,False,,,,False,,
ESC-000066,ALT-000066,CASE-000066,False,,Not required,False,,,,False,,
ESC-000067,ALT-000067,CASE-000067,True,L3,CRITICAL severity per policy,True,2026-01-02T06:20:00Z,ANL-1004,Incident Response,True,2026-01-02T06:35:00Z,40.0
ESC-000068,ALT-000068,CASE-000068,False,,Not required,False,,,,False,,
ESC-000069,ALT-000069,CASE-000069,False,,Not required,False,,,,False,,
ESC-000070,ALT-000070,CASE-000070,False,,Not required,False,,,,False,,
ESC-000071,ALT-000071,CASE-000071,True,L3,CRITICAL severity per policy,True,2026-01-02T11:09:00Z,ANL-1011,Incident Response,True,2026-01-02T11:24:00Z,38.0
ESC-000072,ALT-000072,CASE-000072,True,L3,CRITICAL severity per policy,True,2026-01-02T18:44:00Z,ANL-1009,Incident Response,True,2026-01-02T18:59:00Z,12.0
ESC-000073,ALT-000073,CASE-000073,False,,Not required,False,,,,False,,
ESC-000074,ALT-000074,CASE-000074,True,L2,HIGH severity per policy,True,2026-01-02T02:30:00Z,ANL-1006,Incident Response,True,2026-01-02T02:45:00Z,78.0
ESC-000075,ALT-000075,CASE-000075,False,,Not required,False,,,,False,,
ESC-000076,ALT-000076,CASE-000076,False,,Not required,False,,,,False,,
ESC-000077,ALT-000077,CASE-000077,True,L2,HIGH severity per policy,True,2026-01-02T15:59:00Z,ANL-1002,Incident Response,True,2026-01-02T16:14:00Z,43.0
ESC-000078,ALT-000078,CASE-000078,True,L2,HIGH severity per policy,True,2026-01-02T08:31:00Z,ANL-1001,Incident Response,True,2026-01-02T08:46:00Z,58.0
ESC-000079,ALT-000079,CASE-000079,False,,Not required,False,,,,False,,
ESC-000080,ALT-000080,CASE-000080,False,,Not required,False,,,,False,,
ESC-000081,ALT-000081,CASE-000081,False,,Not required,False,,,,False,,
ESC-000082,ALT-000082,CASE-000082,False,,Not required,False,,,,False,,
ESC-000083,ALT-000083,CASE-000083,True,L2,HIGH severity per policy,True,2026-01-04T00:34:00Z,ANL-1007,Incident Response,True,2026-01-04T00:49:00Z,79.0
ESC-000084,ALT-000084,CASE-000084,False,,Not required,False,,,,False,,
ESC-000085,ALT-000085,CASE-000085,False,,Not required,False,,,,False,,
ESC-000086,ALT-000086,CASE-000086,False,,Not required,False,,,,False,,
ESC-000087,ALT-000087,CASE-000087,False,,Not required,False,,,,False,,
ESC-000088,ALT-000088,CASE-000088,False,,Not required,False,,,,False,,
ESC-000089,ALT-000089,CASE-000089,False,,Not required,False,,,,False,,
ESC-000090,ALT-000090,CASE-000090,True,L2,HIGH severity per policy,True,2026-01-03T15:38:00Z,ANL-1002,Incident Response,True,2026-01-03T15:53:00Z,41.0
ESC-000091,ALT-000091,CASE-000091,False,,Not required,False,,,,False,,
ESC-000092,ALT-000092,CASE-000092,True,L3,CRITICAL severity per policy,True,2026-01-03T15:03:00Z,ANL-1009,Incident Response,True,2026-01-03T15:18:00Z,17.0
ESC-000093,ALT-000093,CASE-000093,False,,Not required,False,,,,False,,
ESC-000094,ALT-000094,CASE-000094,False,,Not required,False,,,,False,,
ESC-000095,ALT-000095,CASE-000095,False,,Not required,False,,,,False,,
ESC-000096,ALT-000096,CASE-000096,False,,Not required,False,,,,False,,
ESC-000097,ALT-000097,CASE-000097,False,,Not required,False,,,,False,,
ESC-000098,ALT-000098,CASE-000098,True,L2,HIGH severity per policy,True,2026-01-03T01:21:00Z,ANL-1007,Incident Response,True,2026-01-03T01:36:00Z,73.0
ESC-000099,ALT-000099,CASE-000099,True,L2,HIGH severity per policy,True,2026-01-03T03:38:00Z,ANL-1010,Incident Response,True,2026-01-03T03:53:00Z,64.0
ESC-000100,ALT-000100,CASE-000100,False,,Not required,False,,,,False,,
ESC-000101,ALT-000101,CASE-000101,False,,Not required,False,,,,False,,
ESC-000102,ALT-000102,CASE-000102,True,L3,CRITICAL severity per policy,True,2026-01-03T05:40:00Z,ANL-1004,Incident Response,True,2026-01-03T05:55:00Z,22.0
ESC-000103,ALT-000103,CASE-000103,False,,Not required,False,,,,False,,
ESC-000104,ALT-000104,CASE-000104,True,L2,HIGH severity per policy,True,2026-01-03T11:42:00Z,ANL-1005,Incident Response,True,2026-01-03T11:57:00Z,34.0
ESC-000105,ALT-000105,CASE-000105,True,L2,HIGH severity per policy,True,2026-01-03T06:04:00Z,ANL-1009,Incident Response,True,2026-01-03T06:19:00Z,62.0
ESC-000106,ALT-000106,CASE-000106,False,,Not required,False,,,,False,,
ESC-000107,ALT-000107,CASE-000107,True,L2,HIGH severity per policy,True,2026-01-03T21:06:00Z,ANL-1007,Incident Response,True,2026-01-03T21:21:00Z,39.0
ESC-000108,ALT-000108,CASE-000108,True,L2,HIGH severity per policy,True,2026-01-03T20:12:00Z,ANL-1011,Incident Response,True,2026-01-03T20:27:00Z,31.0
ESC-000109,ALT-000109,CASE-000109,True,L2,HIGH severity per policy,True,2026-01-04T03:21:00Z,ANL-1009,Incident Response,True,2026-01-04T03:36:00Z,262.0
ESC-000110,ALT-000110,CASE-000110,False,,Not required,False,,,,False,,
ESC-000111,ALT-000111,CASE-000111,False,,Not required,False,,,,False,,
ESC-000112,ALT-000112,CASE-000112,True,L2,HIGH severity per policy,True,2026-01-03T10:54:00Z,ANL-1009,Incident Response,True,2026-01-03T11:09:00Z,69.0
ESC-000113,ALT-000113,CASE-000113,True,L2,HIGH severity per policy,True,2026-01-03T02:27:00Z,ANL-1001,Incident Response,True,2026-01-03T02:42:00Z,35.0
ESC-000114,ALT-000114,CASE-000114,True,L2,HIGH severity per policy,True,2026-01-03T07:34:00Z,ANL-1004,Incident Response,True,2026-01-03T07:49:00Z,51.0
ESC-000115,ALT-000115,CASE-000115,False,,Not required,False,,,,False,,
ESC-000116,ALT-000116,CASE-000116,True,L3,CRITICAL severity per policy,True,2026-01-03T23:48:00Z,ANL-1006,Incident Response,True,2026-01-04T00:03:00Z,34.0
ESC-000117,ALT-000117,CASE-000117,True,L2,HIGH severity per policy,True,2026-01-04T00:47:00Z,ANL-1003,Incident Response,True,2026-01-04T01:02:00Z,39.0
ESC-000118,ALT-000118,CASE-000118,True,L2,HIGH severity per policy,True,2026-01-03T06:07:00Z,ANL-1008,Incident Response,True,2026-01-03T06:22:00Z,45.0
ESC-000119,ALT-000119,CASE-000119,True,L2,HIGH severity per policy,True,2026-01-03T08:16:00Z,ANL-1011,Incident Response,True,2026-01-03T08:31:00Z,85.0
ESC-000120,ALT-000120,CASE-000120,True,L2,HIGH severity per policy,True,2026-01-03T06:01:00Z,ANL-1007,Incident Response,True,2026-01-03T06:16:00Z,54.0
ESC-000121,ALT-000121,CASE-000121,True,L2,HIGH severity per policy,True,2026-01-04T04:00:00Z,ANL-1011,Incident Response,True,2026-01-04T04:15:00Z,32.0
ESC-000122,ALT-000122,CASE-000122,True,L3,CRITICAL severity per policy,True,2026-01-04T06:12:00Z,ANL-1009,Incident Response,True,2026-01-04T06:27:00Z,33.0
ESC-000123,ALT-000123,CASE-000123,True,L2,HIGH severity per policy,True,2026-01-04T21:19:00Z,ANL-1011,Incident Response,True,2026-01-04T21:34:00Z,77.0
ESC-000124,ALT-000124,CASE-000124,False,,Not required,False,,,,False,,
ESC-000125,ALT-000125,CASE-000125,False,,Not required,False,,,,False,,
ESC-000126,ALT-000126,CASE-000126,False,,Not required,False,,,,False,,
ESC-000127,ALT-000127,CASE-000127,False,,Not required,False,,,,False,,
ESC-000128,ALT-000128,CASE-000128,False,,Not required,False,,,,False,,
ESC-000129,ALT-000129,CASE-000129,False,,Not required,False,,,,False,,
ESC-000130,ALT-000130,CASE-000130,False,,Not required,False,,,,False,,
ESC-000131,ALT-000131,CASE-000131,False,,Not required,False,,,,False,,
ESC-000132,ALT-000132,CASE-000132,False,,Not required,False,,,,False,,
ESC-000133,ALT-000133,CASE-000133,False,,Not required,False,,,,False,,
ESC-000134,ALT-000134,CASE-000134,False,,Not required,False,,,,False,,
ESC-000135,ALT-000135,CASE-000135,False,,Not required,False,,,,False,,
ESC-000136,ALT-000136,CASE-000136,False,,Not required,False,,,,False,,
ESC-000137,ALT-000137,CASE-000137,False,,Not required,False,,,,False,,
ESC-000138,ALT-000138,CASE-000138,False,,Not required,False,,,,False,,
ESC-000139,ALT-000139,CASE-000139,False,,Not required,False,,,,False,,
ESC-000140,ALT-000140,CASE-000140,False,,Not required,False,,,,False,,
ESC-000141,ALT-000141,CASE-000141,True,L2,HIGH severity per policy,True,2026-01-04T22:41:00Z,ANL-1007,Incident Response,True,2026-01-04T22:56:00Z,60.0
ESC-000142,ALT-000142,CASE-000142,False,,Not required,False,,,,False,,
ESC-000143,ALT-000143,CASE-000143,False,,Not required,False,,,,False,,
ESC-000144,ALT-000144,CASE-000144,False,,Not required,False,,,,False,,
ESC-000145,ALT-000145,CASE-000145,False,,Not required,False,,,,False,,
ESC-000146,ALT-000146,CASE-000146,True,L2,HIGH severity per policy,True,2026-01-04T06:18:00Z,ANL-1003,Incident Response,True,2026-01-04T06:33:00Z,77.0
ESC-000147,ALT-000147,CASE-000147,False,,Not required,False,,,,False,,
ESC-000148,ALT-000148,CASE-000148,False,,Not required,False,,,,False,,
ESC-000149,ALT-000149,CASE-000149,True,L2,HIGH severity per policy,True,2026-01-04T09:29:00Z,ANL-1002,Incident Response,True,2026-01-04T09:44:00Z,33.0
ESC-000150,ALT-000150,CASE-000150,False,,Not required,False,,,,False,,
ESC-000151,ALT-000151,CASE-000151,False,,Not required,False,,,,False,,
ESC-000152,ALT-000152,CASE-000152,False,,Not required,False,,,,False,,
ESC-000153,ALT-000153,CASE-000153,False,,Not required,False,,,,False,,
ESC-000154,ALT-000154,CASE-000154,False,,Not required,False,,,,False,,
ESC-000155,ALT-000155,CASE-000155,False,,Not required,False,,,,False,,
ESC-000156,ALT-000156,CASE-000156,False,,Not required,False,,,,False,,
ESC-000157,ALT-000157,CASE-000157,False,,Not required,False,,,,False,,
ESC-000158,ALT-000158,CASE-000158,False,,Not required,False,,,,False,,
ESC-000159,ALT-000159,CASE-000159,True,L2,HIGH severity per policy,True,2026-01-04T23:11:00Z,ANL-1010,Incident Response,True,2026-01-04T23:26:00Z,61.0
ESC-000160,ALT-000160,CASE-000160,True,L2,HIGH severity per policy,True,2026-01-04T06:34:00Z,ANL-1007,Incident Response,True,2026-01-04T06:49:00Z,49.0
ESC-000161,ALT-000161,CASE-000161,False,,Not required,False,,,,False,,
ESC-000162,ALT-000162,CASE-000162,False,,Not required,False,,,,False,,
ESC-000163,ALT-000163,CASE-000163,False,,Not required,False,,,,False,,
ESC-000164,ALT-000164,CASE-000164,False,,Not required,False,,,,False,,
ESC-000165,ALT-000165,CASE-000165,False,,Not required,False,,,,False,,
ESC-000166,ALT-000166,CASE-000166,False,,Not required,False,,,,False,,
ESC-000167,ALT-000167,CASE-000167,False,,Not required,False,,,,False,,
ESC-000168,ALT-000168,CASE-000168,False,,Not required,False,,,,False,,
ESC-000169,ALT-000169,CASE-000169,False,,Not required,False,,,,False,,
ESC-000170,ALT-000170,CASE-000170,False,,Not required,False,,,,False,,
ESC-000171,ALT-000171,CASE-000171,True,L2,HIGH severity per policy,True,2026-01-05T13:50:00Z,ANL-1001,Incident Response,True,2026-01-05T14:05:00Z,46.0
ESC-000172,ALT-000172,CASE-000172,False,,Not required,False,,,,False,,
ESC-000173,ALT-000173,CASE-000173,True,L2,HIGH severity per policy,True,2026-01-05T11:57:00Z,ANL-1009,Incident Response,True,2026-01-05T12:12:00Z,49.0
ESC-000174,ALT-000174,CASE-000174,False,,Not required,False,,,,False,,
ESC-000175,ALT-000175,CASE-000175,False,,Not required,False,,,,False,,
ESC-000176,ALT-000176,CASE-000176,False,,Not required,False,,,,False,,
ESC-000177,ALT-000177,CASE-000177,True,L2,HIGH severity per policy,True,2026-01-05T01:23:00Z,ANL-1001,Incident Response,True,2026-01-05T01:38:00Z,71.0
ESC-000178,ALT-000178,CASE-000178,False,,Not required,False,,,,False,,
ESC-000179,ALT-000179,CASE-000179,False,,Not required,False,,,,False,,
ESC-000180,ALT-000180,CASE-000180,True,L2,HIGH severity per policy,True,2026-01-05T17:29:00Z,ANL-1004,Incident Response,True,2026-01-05T17:44:00Z,67.0
ESC-000181,ALT-000181,CASE-000181,False,,Not required,False,,,,False,,
ESC-000182,ALT-000182,CASE-000182,False,,Not required,False,,,,False,,
ESC-000183,ALT-000183,CASE-000183,False,,Not required,False,,,,False,,
ESC-000184,ALT-000184,CASE-000184,False,,Not required,False,,,,False,,
ESC-000185,ALT-000185,CASE-000185,True,L2,HIGH severity per policy,True,2026-01-05T20:16:00Z,ANL-1008,Incident Response,True,2026-01-05T20:31:00Z,63.0
ESC-000186,ALT-000186,CASE-000186,False,,Not required,False,,,,False,,
ESC-000187,ALT-000187,CASE-000187,False,,Not required,False,,,,False,,
ESC-000188,ALT-000188,CASE-000188,True,L3,CRITICAL severity per policy,True,2026-01-05T02:49:00Z,ANL-1011,Incident Response,True,2026-01-05T03:04:00Z,35.0
ESC-000189,ALT-000189,CASE-000189,False,,Not required,False,,,,False,,
ESC-000190,ALT-000190,CASE-000190,False,,Not required,False,,,,False,,
ESC-000191,ALT-000191,CASE-000191,False,,Not required,False,,,,False,,
ESC-000192,ALT-000192,CASE-000192,False,,Not required,False,,,,False,,
ESC-000193,ALT-000193,CASE-000193,True,L2,HIGH severity per policy,True,2026-01-05T08:48:00Z,ANL-1011,Incident Response,True,2026-01-05T09:03:00Z,55.0
ESC-000194,ALT-000194,CASE-000194,True,L3,CRITICAL severity per policy,True,2026-01-05T04:07:00Z,ANL-1002,Incident Response,True,2026-01-05T04:22:00Z,16.0
ESC-000195,ALT-000195,CASE-000195,False,,Not required,False,,,,False,,
ESC-000196,ALT-000196,CASE-000196,False,,Not required,False,,,,False,,
ESC-000197,ALT-000197,CASE-000197,False,,Not required,False,,,,False,,
ESC-000198,ALT-000198,CASE-000198,False,,Not required,False,,,,False,,
ESC-000199,ALT-000199,CASE-000199,False,,Not required,False,,,,False,,
ESC-000200,ALT-000200,CASE-000200,True,L3,CRITICAL severity per policy,True,2026-01-05T06:31:00Z,ANL-1011,Incident Response,True,2026-01-05T06:46:00Z,80.0
ESC-000201,ALT-000201,CASE-000201,False,,Not required,False,,,,False,,
ESC-000202,ALT-000202,CASE-000202,True,L2,HIGH severity per policy,True,2026-01-07T00:56:00Z,ANL-1003,Incident Response,True,2026-01-07T01:11:00Z,358.0
ESC-000203,ALT-000203,CASE-000203,False,,Not required,False,,,,False,,
ESC-000204,ALT-000204,CASE-000204,False,,Not required,False,,,,False,,
ESC-000205,ALT-000205,CASE-000205,False,,Not required,False,,,,False,,
ESC-000206,ALT-000206,CASE-000206,True,L2,HIGH severity per policy,True,2026-01-06T21:13:00Z,ANL-1007,Incident Response,True,2026-01-06T21:28:00Z,55.0
ESC-000207,ALT-000207,CASE-000207,False,,Not required,False,,,,False,,
ESC-000208,ALT-000208,CASE-000208,False,,Not required,False,,,,False,,
ESC-000209,ALT-000209,CASE-000209,False,,Not required,False,,,,False,,
ESC-000210,ALT-000210,CASE-000210,False,,Not required,False,,,,False,,
ESC-000211,ALT-000211,CASE-000211,False,,Not required,False,,,,False,,
ESC-000212,ALT-000212,CASE-000212,False,,Not required,False,,,,False,,
ESC-000213,ALT-000213,CASE-000213,True,L2,HIGH severity per policy,True,2026-01-06T06:51:00Z,ANL-1007,Incident Response,True,2026-01-06T07:06:00Z,49.0
ESC-000214,ALT-000214,CASE-000214,True,L2,HIGH severity per policy,True,2026-01-06T18:26:00Z,ANL-1001,Incident Response,True,2026-01-06T18:41:00Z,45.0
ESC-000215,ALT-000215,CASE-000215,True,L2,HIGH severity per policy,True,2026-01-06T22:39:00Z,ANL-1002,Incident Response,True,2026-01-06T22:54:00Z,53.0
ESC-000216,ALT-000216,CASE-000216,False,,Not required,False,,,,False,,
ESC-000217,ALT-000217,CASE-000217,False,,Not required,False,,,,False,,
ESC-000218,ALT-000218,CASE-000218,True,L2,HIGH severity per policy,True,2026-01-06T01:32:00Z,ANL-1002,Incident Response,True,2026-01-06T01:47:00Z,13.0
ESC-000219,ALT-000219,CASE-000219,True,L2,HIGH severity per policy,True,2026-01-07T01:07:00Z,ANL-1004,Incident Response,True,2026-01-07T01:22:00Z,70.0
ESC-000220,ALT-000220,CASE-000220,False,,Not required,False,,,,False,,
ESC-000221,ALT-000221,CASE-000221,False,,Not required,False,,,,False,,
ESC-000222,ALT-000222,CASE-000222,False,,Not required,False,,,,False,,
ESC-000223,ALT-000223,CASE-000223,True,L2,HIGH severity per policy,True,2026-01-06T10:52:00Z,ANL-1008,Incident Response,True,2026-01-06T11:07:00Z,62.0
ESC-000224,ALT-000224,CASE-000224,False,,Not required,False,,,,False,,
ESC-000225,ALT-000225,CASE-000225,False,,Not required,False,,,,False,,
ESC-000226,ALT-000226,CASE-000226,False,,Not required,False,,,,False,,
ESC-000227,ALT-000227,CASE-000227,False,,Not required,False,,,,False,,
ESC-000228,ALT-000228,CASE-000228,False,,Not required,False,,,,False,,
ESC-000229,ALT-000229,CASE-000229,False,,Not required,False,,,,False,,
ESC-000230,ALT-000230,CASE-000230,False,,Not required,False,,,,False,,
ESC-000231,ALT-000231,CASE-000231,False,,Not required,False,,,,False,,
ESC-000232,ALT-000232,CASE-000232,True,L3,CRITICAL severity per policy,True,2026-01-06T14:29:00Z,ANL-1011,Incident Response,True,2026-01-06T14:44:00Z,179.0
ESC-000233,ALT-000233,CASE-000233,False,,Not required,False,,,,False,,
ESC-000234,ALT-000234,CASE-000234,True,L3,CRITICAL severity per policy,True,2026-01-06T20:10:00Z,ANL-1004,Incident Response,True,2026-01-06T20:25:00Z,23.0
ESC-000235,ALT-000235,CASE-000235,False,,Not required,False,,,,False,,
ESC-000236,ALT-000236,CASE-000236,False,,Not required,False,,,,False,,
ESC-000237,ALT-000237,CASE-000237,True,L2,HIGH severity per policy,True,2026-01-06T05:33:00Z,ANL-1002,Incident Response,True,2026-01-06T05:48:00Z,68.0
ESC-000238,ALT-000238,CASE-000238,False,,Not required,False,,,,False,,
ESC-000239,ALT-000239,CASE-000239,False,,Not required,False,,,,False,,
ESC-000240,ALT-000240,CASE-000240,False,,Not required,False,,,,False,,
ESC-000241,ALT-000241,CASE-000241,False,,Not required,False,,,,False,,
ESC-000242,ALT-000242,CASE-000242,False,,Not required,False,,,,False,,
ESC-000243,ALT-000243,CASE-000243,False,,Not required,False,,,,False,,
ESC-000244,ALT-000244,CASE-000244,False,,Not required,False,,,,False,,
ESC-000245,ALT-000245,CASE-000245,False,,Not required,False,,,,False,,
ESC-000246,ALT-000246,CASE-000246,False,,Not required,False,,,,False,,
ESC-000247,ALT-000247,CASE-000247,False,,Not required,False,,,,False,,
ESC-000248,ALT-000248,CASE-000248,False,,Not required,False,,,,False,,
ESC-000249,ALT-000249,CASE-000249,True,L3,CRITICAL severity per policy,True,2026-01-07T15:19:00Z,ANL-1002,Incident Response,True,2026-01-07T15:34:00Z,18.0
ESC-000250,ALT-000250,CASE-000250,False,,Not required,False,,,,False,,
ESC-000251,ALT-000251,CASE-000251,False,,Not required,False,,,,False,,
ESC-000252,ALT-000252,CASE-000252,False,,Not required,False,,,,False,,
ESC-000253,ALT-000253,CASE-000253,False,,Not required,False,,,,False,,
ESC-000254,ALT-000254,CASE-000254,False,,Not required,False,,,,False,,
ESC-000255,ALT-000255,CASE-000255,False,,Not required,False,,,,False,,
ESC-000256,ALT-000256,CASE-000256,True,L2,HIGH severity per policy,True,2026-01-07T16:41:00Z,ANL-1005,Incident Response,True,2026-01-07T16:56:00Z,51.0
ESC-000257,ALT-000257,CASE-000257,False,,Not required,False,,,,False,,
ESC-000258,ALT-000258,CASE-000258,False,,Not required,False,,,,False,,
ESC-000259,ALT-000259,CASE-000259,True,L2,HIGH severity per policy,True,2026-01-07T14:01:00Z,ANL-1002,Incident Response,True,2026-01-07T14:16:00Z,56.0
ESC-000260,ALT-000260,CASE-000260,False,,Not required,False,,,,False,,
ESC-000261,ALT-000261,CASE-000261,True,L2,HIGH severity per policy,True,2026-01-07T03:21:00Z,ANL-1002,Incident Response,True,2026-01-07T03:36:00Z,55.0
ESC-000262,ALT-000262,CASE-000262,False,,Not required,False,,,,False,,
ESC-000263,ALT-000263,CASE-000263,False,,Not required,False,,,,False,,
ESC-000264,ALT-000264,CASE-000264,True,L2,HIGH severity per policy,True,2026-01-07T09:45:00Z,ANL-1011,Incident Response,True,2026-01-07T10:00:00Z,80.0
ESC-000265,ALT-000265,CASE-000265,False,,Not required,False,,,,False,,
